Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Week_Number,Year,Month,Month_Name,Day_of_Week,Quarter,Season,Shipping Days
2018-05-18,2018-05-23,Standard Class,Susan Gilcrest,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6.874,20,2018,5,May,Friday,2,Spring,5
2018-05-18,2018-05-23,Standard Class,Susan Gilcrest,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",1.996,20,2018,5,May,Friday,2,Spring,5
2018-05-18,2018-05-23,Standard Class,Susan Gilcrest,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928,20,2018,5,May,Friday,2,Spring,5
2017-09-26,2017-10-01,Second Class,Charles Sheldon,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),9.99,39,2017,9,September,Tuesday,3,Autumn,5
2018-11-17,2018-11-22,Standard Class,Hunter Lopez,Consumer,United States,Newark,Delaware,19711,East,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,10499.97,46,2018,11,November,Saturday,4,Autumn,5
2016-07-08,2016-07-08,Same Day,Darrin Martin,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,Xerox 1990,21.12,27,2016,7,July,Friday,3,Summer,0
2016-11-16,2016-11-20,Standard Class,Heather Kirkland,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696.42,46,2016,11,November,Wednesday,4,Autumn,4
2016-11-16,2016-11-20,Standard Class,Heather Kirkland,Corporate,United States,Boise,Idaho,83704,West,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,304.776,46,2016,11,November,Wednesday,4,Autumn,4
2016-06-18,2016-06-22,Standard Class,Bruce Geld,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",51.98,24,2016,6,June,Saturday,2,Summer,4
2017-04-08,2017-04-14,Standard Class,Clytie Kelty,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7,14,2017,4,April,Saturday,2,Spring,6
2016-04-18,2016-04-23,Second Class,Roland Fjeld,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,Avery 486,21.93,16,2016,4,April,Monday,2,Spring,5
2017-12-03,2017-12-08,Standard Class,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,394.816,48,2017,12,December,Sunday,4,Winter,5
2017-12-03,2017-12-08,Standard Class,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192,48,2017,12,December,Sunday,4,Winter,5
2016-12-10,2016-12-10,Same Day,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,Avery 486,7.31,49,2016,12,December,Saturday,4,Winter,0
2016-12-10,2016-12-10,Same Day,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,799.984,49,2016,12,December,Saturday,4,Winter,0
2016-12-10,2016-12-10,Same Day,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",41.28,49,2016,12,December,Saturday,4,Winter,0
2016-12-10,2016-12-10,Same Day,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,Xerox 1883,184.66,49,2016,12,December,Saturday,4,Winter,0
2015-10-31,2015-11-02,Second Class,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Art,Lumber Crayons,49.25,44,2015,10,October,Saturday,4,Autumn,2
2015-10-31,2015-11-02,Second Class,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10.16,44,2015,10,October,Saturday,4,Autumn,2
2015-10-31,2015-11-02,Second Class,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,44,2015,10,October,Saturday,4,Autumn,2
2015-10-31,2015-11-02,Second Class,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Binders,GBC Recycled VeloBinder Covers,34.08,44,2015,10,October,Saturday,4,Autumn,2
2015-10-31,2015-11-02,Second Class,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,Eldon Wave Desk Accessories,17.67,44,2015,10,October,Saturday,4,Autumn,2
2015-10-31,2015-11-02,Second Class,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Chairs,Hon Pagoda Stacking Chairs,1604.9,44,2015,10,October,Saturday,4,Autumn,2
2015-10-31,2015-11-02,Second Class,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",385.686,44,2015,10,October,Saturday,4,Autumn,2
2018-12-09,2018-12-14,Standard Class,Angele Hood,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,Xerox 1921,15.984,49,2018,12,December,Sunday,4,Winter,5
2015-05-05,2015-05-09,Second Class,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9.42,19,2015,5,May,Tuesday,2,Spring,4
2015-05-05,2015-05-09,Second Class,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,Newell 350,6.56,19,2015,5,May,Tuesday,2,Spring,4
2015-05-05,2015-05-09,Second Class,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,Xerox 1933,24.56,19,2015,5,May,Tuesday,2,Spring,4
2017-03-04,2017-03-08,Standard Class,Rick Duston,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,9,2017,3,March,Saturday,1,Spring,4
2015-11-30,2015-12-04,Standard Class,Jeremy Lonsdale,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28,49,2015,11,November,Monday,4,Autumn,4
2016-02-18,2016-02-22,Standard Class,Ann Blume,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9.24,7,2016,2,February,Thursday,1,Winter,4
2018-04-01,2018-04-03,First Class,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482.664,13,2018,4,April,Sunday,2,Spring,2
2018-04-01,2018-04-03,First Class,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.984,13,2018,4,April,Sunday,2,Spring,2
2018-06-11,2018-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,Xerox 1939,37.94,24,2018,6,June,Monday,2,Summer,2
2018-06-11,2018-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288,24,2018,6,June,Monday,2,Summer,2
2018-06-11,2018-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,24,2018,6,June,Monday,2,Summer,2
2018-06-11,2018-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",102.96,24,2018,6,June,Monday,2,Summer,2
2018-06-11,2018-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174.42,24,2018,6,June,Monday,2,Summer,2
2017-09-30,2017-10-03,First Class,Sarah Jordon,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,39,2017,9,September,Saturday,3,Autumn,3
2015-12-13,2015-12-17,Standard Class,Ellis Ballard,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,94.428,50,2015,12,December,Sunday,4,Winter,4
2018-11-11,2018-11-16,Standard Class,William Brown,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,45,2018,11,November,Sunday,4,Autumn,5
2016-01-05,2016-01-10,Standard Class,Steven Roelle,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,Global Deluxe Steno Chair,61.584,1,2016,1,January,Tuesday,1,Winter,5
2017-03-24,2017-03-26,First Class,Vivek Grady,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",22.48,12,2017,3,March,Friday,1,Spring,2
2018-07-05,2018-07-10,Standard Class,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332.028,27,2018,7,July,Thursday,3,Summer,5
2018-07-05,2018-07-10,Standard Class,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",11.394,27,2018,7,July,Thursday,3,Summer,5
2018-07-05,2018-07-10,Standard Class,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,Xerox 1975,15.552,27,2018,7,July,Thursday,3,Summer,5
2018-07-05,2018-07-10,Standard Class,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,Xerox 1966,31.104,27,2018,7,July,Thursday,3,Summer,5
2018-07-05,2018-07-10,Standard Class,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,Tuf-Vin Binders,6.316,27,2018,7,July,Thursday,3,Summer,5
2015-09-21,2015-09-24,First Class,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,39,2015,9,September,Monday,3,Autumn,3
2015-09-21,2015-09-24,First Class,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,Staple-on labels,20.808,39,2015,9,September,Monday,3,Autumn,3
2017-07-23,2017-07-27,Standard Class,Neil Französisch,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,29,2017,7,July,Sunday,3,Summer,4
2018-08-29,2018-09-03,Second Class,Michael Dominguez,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,Newell 323,9.408,35,2018,8,August,Wednesday,3,Summer,5
2018-03-26,2018-03-28,First Class,Maria Zettner,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83,13,2018,3,March,Monday,1,Spring,2
2018-12-29,2019-01-04,Standard Class,Ken Brennan,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,Xerox 1915,209.7,52,2018,12,December,Saturday,4,Winter,6
2015-09-20,2015-09-26,Standard Class,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,Staple holder,43.92,38,2015,9,September,Sunday,3,Autumn,6
2015-09-20,2015-09-26,Standard Class,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,20.232,38,2015,9,September,Sunday,3,Autumn,6
2017-04-04,2017-04-05,First Class,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153,South,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,14,2017,4,April,Tuesday,2,Spring,1
2017-04-04,2017-04-05,First Class,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",27.81,14,2017,4,April,Tuesday,2,Spring,1
2015-03-26,2015-03-30,Standard Class,Jonathan Doherty,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,13,2015,3,March,Thursday,1,Spring,4
2018-11-28,2018-12-04,Standard Class,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,BIC Brite Liner Grip Highlighters,1.64,48,2018,11,November,Wednesday,4,Autumn,6
2018-11-28,2018-12-04,Standard Class,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,48,2018,11,November,Wednesday,4,Autumn,6
2018-11-28,2018-12-04,Standard Class,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",20.9,48,2018,11,November,Wednesday,4,Autumn,6
2017-12-01,2017-12-05,Second Class,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,48,2017,12,December,Friday,4,Winter,4
2017-12-01,2017-12-05,Second Class,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92,48,2017,12,December,Friday,4,Winter,4
2015-09-19,2015-09-19,Same Day,Bill Shonely,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,Hon Olson Stacker Stools,887.103,38,2015,9,September,Saturday,3,Autumn,0
2016-10-23,2016-10-23,Same Day,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,Mediabridge Sport Armband iPhone 5s,55.944,42,2016,10,October,Sunday,4,Autumn,0
2016-10-23,2016-10-23,Same Day,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,Office Supplies,Art,Sanford Liquid Accent Highlighters,10.688,42,2016,10,October,Sunday,4,Autumn,0
2016-10-23,2016-10-23,Same Day,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",11.824,42,2016,10,October,Sunday,4,Autumn,0
2018-10-13,2018-10-16,First Class,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Paper,Easy-staple paper,63.312,41,2018,10,October,Saturday,4,Autumn,3
2018-10-13,2018-10-16,First Class,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,96.784,41,2018,10,October,Saturday,4,Autumn,3
2018-10-13,2018-10-16,First Class,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,Furniture,Furnishings,Dax Clear Box Frame,10.476,41,2018,10,October,Saturday,4,Autumn,3
2016-09-04,2016-09-09,Standard Class,Ken Black,Corporate,United States,Medford,Oregon,97504,West,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,35,2016,9,September,Sunday,3,Autumn,5
2017-03-14,2017-03-16,First Class,Muhammed MacIntyre,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",196.784,11,2017,3,March,Tuesday,1,Spring,2
2018-10-28,2018-11-02,Second Class,Lori Olson,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",47.98,43,2018,10,October,Sunday,4,Autumn,5
2018-10-15,2018-10-19,Second Class,Ricardo Sperren,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.05,42,2018,10,October,Monday,4,Autumn,4
2018-08-07,2018-08-11,Standard Class,Cindy Chapman,Consumer,United States,Moorhead,Minnesota,56560,Central,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,32,2018,8,August,Tuesday,3,Summer,4
2018-09-21,2018-09-25,Standard Class,Kean Thornton,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,80.48,38,2018,9,September,Friday,3,Autumn,4
2018-11-03,2018-11-08,Standard Class,Darrin Martin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,44,2018,11,November,Saturday,4,Autumn,5
2017-11-05,2017-11-09,Standard Class,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,Laminate Occasional Tables,863.128,44,2017,11,November,Sunday,4,Autumn,4
2017-11-05,2017-11-09,Standard Class,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,Storex Dura Pro Binders,3.564,44,2017,11,November,Sunday,4,Autumn,4
2017-11-05,2017-11-09,Standard Class,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,44,2017,11,November,Sunday,4,Autumn,4
2017-11-05,2017-11-09,Standard Class,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.588,44,2017,11,November,Sunday,4,Autumn,4
2017-11-05,2017-11-09,Standard Class,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96,44,2017,11,November,Sunday,4,Autumn,4
2018-06-25,2018-06-29,Second Class,Anne McFarland,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4,26,2018,6,June,Monday,2,Summer,4
2016-11-26,2016-11-30,Standard Class,Stefanie Holloman,Corporate,United States,Jackson,Tennessee,38301,South,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692.472,47,2016,11,November,Saturday,4,Autumn,4
2017-11-24,2017-11-27,Second Class,Laura Armstrong,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76,47,2017,11,November,Friday,4,Autumn,3
